November 6, 2018 General Election

Report generated on: Tuesday, November 20, 2018 at 03:51:18 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOHN H. COX	GAVIN NEWSOM	Under Vote	Over Vote
Pct 1119	VBM	1119	1	791	386	48.80	63	315	7	1
Pct 1121	Election Day	1121	1	691	159	23.01	33	118	8	0
Pct 1121	VBM	1121	1	691	313	45.30	71	231	11	0
Pct 1122	Election Day	1122	1	632	109	17.25	18	91	0	0
Pct 1122	VBM	1122	1	632	310	49.05	84	220	6	0
Pct 1123	Election Day	1123	1	915	179	19.56	20	155	4	0
Pct 1123	VBM	1123	1	915	364	39.78	72	281	11	0
Pct 1124	Election Day	1124	1	819	152	18.56	18	129	5	0
Pct 1124	VBM	1124	1	819	302	36.87	42	254	6	0
Pct 1125	Election Day	1125	1	1047	159	15.19	29	124	6	0
Pct 1125	VBM	1125	1	1047	466	44.51	91	366	9	0
Pct 1126	Election Day	1126	1	922	190	20.61	24	163	3	0
Pct 1126	VBM	1126	1	922	400	43.38	53	335	12	0
Pct 1127	Election Day	1127	1	920	200	21.74	36	159	5	0
Pct 1127	VBM	1127	1	920	382	41.52	83	285	14	0
Pct 1128	Election Day	1128	1	838	154	18.38	27	123	4	0
Pct 1128	VBM	1128	1	838	362	43.20	75	279	8	0
Pct 1129	Election Day	1129	1	980	227	23.16	44	177	6	0
Pct 1129	VBM	1129	1	980	416	42.45	102	309	4	1
Pct 1131	Election Day	1131	1	797	132	16.56	17	111	4	0
Pct 1131	VBM	1131	1	797	371	46.55	113	250	8	0
Pct 1132	Election Day	1132	1	969	179	18.47	28	143	8	0
Pct 1132	VBM	1132	1	969	427	44.07	101	310	16	0
Pct 1133	Election Day	1133	1	863	161	18.66	22	136	3	0
Pct 1133	VBM	1133	1	863	410	47.51	91	309	10	0
Pct 1134	Election Day	1134	1	759	170	22.40	14	141	15	0
Pct 1134	VBM	1134	1	759	317	41.77	72	242	2	1
Pct 1135	Election Day	1135	1	540	87	16.11	10	75	2	0
Pct 1135	VBM	1135	1	540	295	54.63	57	223	15	0
Pct 1136	Election Day	1136	1	829	144	17.37	28	109	6	1
Pct 1136	VBM	1136	1	829	412	49.70	78	324	10	0
Pct 1141	Election Day	1141	1	1041	223	21.42	32	180	11	0
Pct 1141	VBM	1141	1	1041	484	46.49	67	405	12	0
Pct 1142	Election Day	1142	1	861	175	20.33	28	141	6	0
Pct 1142	VBM	1142	1	861	393	45.64	72	308	13	0
Pct 1143	Election Day	1143	1	1034	228	22.05	23	197	8	0
Pct 1143	VBM	1143	1	1034	440	42.55	85	336	19	0
Pct 1144	Election Day	1144	1	907	205	22.60	32	164	8	1
Pct 1144	VBM	1144	1	907	387	42.67	76	302	9	0
Pct 1145	Election Day	1145	1	888	189	21.28	28	153	8	0
Pct 1145	VBM	1145	1	888	461	51.91	63	381	16	1
Pct 1146	Election Day	1146	1	1011	186	18.40	24	151	11	0
Pct 1146	VBM	1146	1	1011	454	44.91	70	368	15	1
Pct 1147	Election Day	1147	1	877	210	23.95	33	170	7	0
Pct 1147	VBM	1147	1	877	396	45.15	70	310	15	1
Pct 1148	Election Day	1148	1	962	196	20.37	27	157	12	0
Pct 1148	VBM	1148	1	962	444	46.15	96	339	7	2
Pct 1149	Election Day	1149	1	907	210	23.15	26	177	7	0
Pct 1149	VBM	1149	1	907	407	44.87	69	326	12	0
Pct 1151 MB	Election Day	1151	1	0	0	0.00	0	0	0	0
Pct 1151 MB	VBM	1151	1	0	0	0.00	0	0	0	0
Pct 1152	Election Day	1152	1	864	198	22.92	38	153	7	0
Pct 1152	VBM	1152	1	864	388	44.91	68	309	10	1
Pct 1153	Election Day	1153	1	951	209	21.98	44	153	11	1
Pct 1153	VBM	1153	1	951	415	43.64	93	307	15	0
Pct 1154 MB	Election Day	1154	1	0	0	0.00	0	0	0	0
Pct 1154 MB	VBM	1154	1	0	0	0.00	0	0	0	0
Pct 7001	Election Day	7001	1	776	175	22.55	12	157	4	0
Pct 7001	VBM	7001	1	776	429	55.28	38	371	20	0
Pct 7002	Election Day	7002	1	706	176	24.93	12	161	3	0
Pct 7002	VBM	7002	1	706	332	47.03	35	283	13	1
Pct 7003	Election Day	7003	1	884	238	26.92	23	204	11	0
Pct 7003	VBM	7003	1	884	498	56.33	50	439	9	0
Pct 7004	Election Day	7004	1	881	239	27.13	13	214	11	0
Pct 7004	VBM	7004	1	881	496	56.30	27	465	4	0
Pct 7005	Election Day	7005	1	847	253	29.87	13	228	12	0
Pct 7005	VBM	7005	1	847	480	56.67	25	440	15	0
Pct 7006	Election Day	7006	1	917	254	27.70	22	218	14	0
Pct 7006	VBM	7006	1	917	442	48.20	27	390	25	0
Pct 7007	Election Day	7007	1	949	282	29.72	14	258	10	0
Pct 7007	VBM	7007	1	949	516	54.37	37	460	19	0
Pct 7008	Election Day	7008	1	932	264	28.33	20	231	12	0
Pct 7008	VBM	7008	1	932	546	58.58	48	489	8	0
Pct 7009	Election Day	7009	1	905	185	20.44	25	155	5	0
Pct 7009	VBM	7009	1	905	513	56.69	44	451	18	0
Pct 7011	Election Day	7011	1	985	203	20.61	12	182	9	0
Pct 7011	VBM	7011	1	985	294	29.85	18	273	3	0
Pct 7012	Election Day	7012	1	1109	313	28.22	42	263	8	0
Pct 7012	VBM	7012	1	1109	594	53.56	54	526	14	0
Pct 7013	Election Day	7013	1	956	265	27.72	25	226	14	0
Pct 7013	VBM	7013	1	956	501	52.41	35	452	14	0
Pct 7014	Election Day	7014	1	1460	366	25.07	30	326	10	0
Pct 7014	VBM	7014	1	1460	801	54.86	48	732	21	0
Pct 7015 MB	Election Day	7015	1	95	2	2.11	0	2	0	0
Pct 7015 MB	VBM	7015	1	95	44	46.32	3	41	0	0
Pct 7016	Election Day	7016	1	918	171	18.63	16	153	2	0
Pct 7016	VBM	7016	1	918	280	30.50	49	224	7	0
Pct 7017	Election Day	7017	1	754	149	19.76	12	134	3	0
Pct 7017	VBM	7017	1	754	252	33.42	11	236	5	0
Pct 7018	Election Day	7018	1	977	154	15.76	21	128	5	0
Pct 7018	VBM	7018	1	977	448	45.85	83	345	19	1
Pct 7019	Election Day	7019	1	899	182	20.24	10	166	5	1
Pct 7019	VBM	7019	1	899	413	45.94	65	336	12	0
Pct 7021	Election Day	7021	1	947	184	19.43	14	160	10	0
Pct 7021	VBM	7021	1	947	305	32.21	30	264	11	0
Pct 7022	Election Day	7022	1	945	214	22.65	13	189	12	0
Pct 7022	VBM	7022	1	945	351	37.14	42	292	17	0
Pct 7023	Election Day	7023	1	928	177	19.07	14	160	3	0
Pct 7023	VBM	7023	1	928	400	43.10	41	345	14	0
Pct 7024	Election Day	7024	1	414	70	16.91	4	65	1	0
Pct 7024	VBM	7024	1	414	78	18.84	11	65	2	0
Pct 7025	Election Day	7025	1	477	85	17.82	5	77	3	0
Pct 7025	VBM	7025	1	477	128	26.83	10	116	2	0
Pct 7026	Election Day	7026	1	1011	149	14.74	21	124	4	0
Pct 7026	VBM	7026	1	1011	455	45.00	76	361	18	0
Pct 7027	Election Day	7027	1	869	195	22.44	18	171	6	0
Pct 7027	VBM	7027	1	869	353	40.62	68	278	7	0
Pct 7028	Election Day	7028	1	850	212	24.94	15	188	9	0
Pct 7028	VBM	7028	1	850	282	33.18	20	257	5	0
Pct 7029	Election Day	7029	1	901	183	20.31	8	166	9	0
Pct 7029	VBM	7029	1	901	251	27.86	22	220	9	0
Pct 7030	Election Day	7030	1	759	118	15.55	32	81	5	0
Pct 7030	VBM	7030	1	759	357	47.04	93	247	17	0
Pct 7031	Election Day	7031	1	641	91	14.20	7	82	2	0
Pct 7031	VBM	7031	1	641	308	48.05	50	252	6	0
Pct 7032	Election Day	7032	1	904	173	19.14	18	145	9	0
Pct 7032	VBM	7032	1	904	316	34.96	43	264	9	0
Pct 7033	Election Day	7033	1	798	191	23.93	23	163	5	0
Pct 7033	VBM	7033	1	798	247	30.95	24	220	3	0
Pct 7034	Election Day	7034	1	958	197	20.56	15	175	6	1
Pct 7034	VBM	7034	1	958	201	20.98	22	175	4	0
Pct 7035	Election Day	7035	1	606	122	20.13	11	108	3	0
Pct 7035	VBM	7035	1	606	262	43.23	29	228	5	0
Pct 7036	Election Day	7036	1	921	117	12.70	12	100	5	0
Pct 7036	VBM	7036	1	921	342	37.13	83	250	9	0
Pct 7037	Election Day	7037	1	735	134	18.23	8	117	9	0
Pct 7037	VBM	7037	1	735	98	13.33	17	78	3	0
Pct 7038	Election Day	7038	1	911	135	14.82	23	107	5	0
Pct 7038	VBM	7038	1	911	351	38.53	82	260	9	0
Pct 7039	Election Day	7039	1	784	178	22.70	29	142	7	0
Pct 7039	VBM	7039	1	784	306	39.03	72	224	10	0
Pct 7041 MB	Election Day	7041	1	61	2	3.28	0	2	0	0
Pct 7041 MB	VBM	7041	1	61	33	54.10	7	24	2	0
Pct 7042	Election Day	7042	1	639	118	18.47	15	99	4	0
Pct 7042	VBM	7042	1	639	258	40.38	41	214	2	1
Pct 7043	Election Day	7043	1	957	175	18.29	18	148	9	0
Pct 7043	VBM	7043	1	957	404	42.22	54	340	10	0
Pct 7044	Election Day	7044	1	827	167	20.19	18	144	5	0
Pct 7044	VBM	7044	1	827	193	23.34	32	154	7	0
Pct 7045	Election Day	7045	1	779	120	15.40	22	90	8	0
Pct 7045	VBM	7045	1	779	344	44.16	76	252	16	0
Pct 7046	Election Day	7046	1	402	94	23.38	7	81	6	0
Pct 7046	VBM	7046	1	402	175	43.53	44	122	9	0
Pct 7047	Election Day	7047	1	823	119	14.46	13	105	1	0
Pct 7047	VBM	7047	1	823	388	47.14	74	304	10	0
Pct 7048	Election Day	7048	1	858	150	17.48	14	128	5	0
Pct 7048	VBM	7048	1	858	318	37.06	64	241	12	1
Pct 7049	Election Day	7049	1	792	172	21.72	39	131	2	0
Pct 7049	VBM	7049	1	792	305	38.51	73	221	11	0
Pct 7051	Election Day	7051	1	861	114	13.24	14	98	2	0
Pct 7051	VBM	7051	1	861	380	44.13	96	266	18	0
Pct 7052	Election Day	7052	1	852	161	18.90	24	133	4	0
Pct 7052	VBM	7052	1	852	402	47.18	86	296	20	0
Pct 7053	Election Day	7053	1	548	102	18.61	12	89	1	0
Pct 7053	VBM	7053	1	548	278	50.73	58	214	6	0
Pct 7054	Election Day	7054	1	1073	214	19.94	21	191	2	0
Pct 7054	VBM	7054	1	1073	410	38.21	69	327	14	0
Pct 7055	Election Day	7055	1	808	188	23.27	13	171	4	0
Pct 7055	VBM	7055	1	808	440	54.46	70	356	14	0
Pct 7101 MB	Election Day	7101	1	155	5	3.23	0	4	1	0
Pct 7101 MB	VBM	7101	1	155	120	77.42	4	112	3	0
Pct 7201	Election Day	7201	1	936	245	26.18	31	206	8	0
Pct 7201	VBM	7201	1	936	518	55.34	86	420	12	0
Pct 7202	Election Day	7202	1	850	225	26.47	31	191	3	0
Pct 7202	VBM	7202	1	850	431	50.71	107	320	4	0
Pct 7203	Election Day	7203	1	921	289	31.38	38	247	3	0
Pct 7203	VBM	7203	1	921	423	45.93	45	368	10	0
Pct 7204	Election Day	7204	1	918	233	25.38	43	185	5	0
Pct 7204	VBM	7204	1	918	531	57.84	83	434	13	1
Pct 7205	Election Day	7205	1	875	249	28.46	41	197	11	0
Pct 7205	VBM	7205	1	875	485	55.43	87	387	11	0
Pct 7206	Election Day	7206	1	378	134	35.45	12	117	5	0
Pct 7206	VBM	7206	1	378	191	50.53	28	161	2	0
Pct 7207	Election Day	7207	1	812	194	23.89	21	162	10	1
Pct 7207	VBM	7207	1	812	433	53.33	50	376	7	0
Pct 7208	Election Day	7208	1	600	111	18.50	9	100	2	0
Pct 7208	VBM	7208	1	600	328	54.67	49	271	8	0
Pct 7209	Election Day	7209	1	626	107	17.09	10	92	5	0
Pct 7209	VBM	7209	1	626	423	67.57	61	358	4	0
Pct 7301	Election Day	7301	1	1016	228	22.44	35	185	8	0
Pct 7301	VBM	7301	1	1016	435	42.81	69	357	9	0
Pct 7302	Election Day	7302	1	814	188	23.10	31	151	6	0
Pct 7302	VBM	7302	1	814	458	56.27	69	377	12	0
Pct 7303	Election Day	7303	1	1042	280	26.87	37	231	12	0
Pct 7303	VBM	7303	1	1042	482	46.26	63	409	10	0
Pct 7304	Election Day	7304	1	1002	278	27.74	40	233	5	0
Pct 7304	VBM	7304	1	1002	493	49.20	79	399	15	0
Pct 7305	Election Day	7305	1	871	239	27.44	48	182	9	0
Pct 7305	VBM	7305	1	871	459	52.70	91	355	13	0
Pct 7306	Election Day	7306	1	1056	317	30.02	43	263	11	0
Pct 7306	VBM	7306	1	1056	496	46.97	77	405	14	0
Pct 7307	Election Day	7307	1	767	209	27.25	21	177	11	0
Pct 7307	VBM	7307	1	767	345	44.98	54	277	14	0
Pct 7308	Election Day	7308	1	603	177	29.35	20	151	6	0
Pct 7308	VBM	7308	1	603	313	51.91	45	258	10	0
Pct 7309	Election Day	7309	1	884	260	29.41	32	224	4	0
Pct 7309	VBM	7309	1	884	439	49.66	82	348	8	1
Pct 7311	Election Day	7311	1	917	266	29.01	20	240	6	0
Pct 7311	VBM	7311	1	917	448	48.85	58	382	8	0
Pct 7312	Election Day	7312	1	821	203	24.73	37	161	5	0
Pct 7312	VBM	7312	1	821	470	57.25	83	376	11	0
Pct 7313	Election Day	7313	1	968	224	23.14	24	190	9	0
Pct 7313	VBM	7313	1	968	485	50.10	77	391	16	1
Pct 7314	Election Day	7314	1	787	125	15.88	24	98	2	1
Pct 7314	VBM	7314	1	787	271	34.43	35	217	18	1
Pct 7315	Election Day	7315	1	760	220	28.95	36	175	9	0
Pct 7315	VBM	7315	1	760	282	37.11	38	234	10	0
Pct 7316	Election Day	7316	1	853	205	24.03	21	175	9	0
Pct 7316	VBM	7316	1	853	367	43.02	57	288	22	0
Pct 7317	Election Day	7317	1	904	189	20.91	29	156	4	0
Pct 7317	VBM	7317	1	904	454	50.22	80	361	13	0
Pct 7318	Election Day	7318	1	727	179	24.62	19	154	6	0
Pct 7318	VBM	7318	1	727	389	53.51	60	312	17	0
Pct 7319	Election Day	7319	1	1079	298	27.62	34	256	8	0
Pct 7319	VBM	7319	1	1079	516	47.82	80	420	15	1
Pct 7321	Election Day	7321	1	671	149	22.21	22	117	10	0
Pct 7321	VBM	7321	1	671	286	42.62	54	224	8	0
Pct 7322	Election Day	7322	1	874	64	7.32	12	46	6	0
Pct 7322	VBM	7322	1	874	337	38.56	56	255	26	0
Pct 7323	Election Day	7323	1	950	234	24.63	32	196	6	0
Pct 7323	VBM	7323	1	950	455	47.89	63	384	8	0
Pct 7324	Election Day	7324	1	755	189	25.03	26	156	7	0
Pct 7324	VBM	7324	1	755	364	48.21	39	314	10	1
Pct 7325	Election Day	7325	1	904	240	26.55	31	200	9	0
Pct 7325	VBM	7325	1	904	436	48.23	49	370	17	0
Pct 7326	Election Day	7326	1	876	199	22.72	14	174	11	0
Pct 7326	VBM	7326	1	876	429	48.97	67	348	13	1
Pct 7327	Election Day	7327	1	699	71	10.16	13	54	4	0
Pct 7327	VBM	7327	1	699	276	39.48	64	195	17	0
Pct 7328	Election Day	7328	1	973	94	9.66	22	65	7	0
Pct 7328	VBM	7328	1	973	394	40.49	55	300	39	0
Pct 7329	Election Day	7329	1	640	112	17.50	17	92	3	0
Pct 7329	VBM	7329	1	640	321	50.16	76	233	12	0
Pct 7331	Election Day	7331	1	852	213	25.00	60	145	8	0
Pct 7331	VBM	7331	1	852	461	54.11	102	342	17	0
Pct 7332	Election Day	7332	1	834	223	26.74	26	190	7	0
Pct 7332	VBM	7332	1	834	364	43.65	49	300	15	0
Pct 7333	Election Day	7333	1	1044	295	28.26	37	254	4	0
Pct 7333	VBM	7333	1	1044	543	52.01	71	460	12	0
Pct 7334	Election Day	7334	1	881	199	22.59	23	170	6	0
Pct 7334	VBM	7334	1	881	462	52.44	47	398	17	0
Pct 7335	Election Day	7335	1	970	225	23.20	25	191	9	0
Pct 7335	VBM	7335	1	970	523	53.92	88	420	15	0
Pct 7336	Election Day	7336	1	955	236	24.71	30	196	9	1
Pct 7336	VBM	7336	1	955	523	54.76	104	410	9	0
Pct 7337	Election Day	7337	1	851	178	20.92	29	143	6	0
Pct 7337	VBM	7337	1	851	464	54.52	92	350	22	0
Pct 7338	Election Day	7338	1	915	153	16.72	16	134	3	0
Pct 7338	VBM	7338	1	915	426	46.56	82	321	23	0
Pct 7339	Election Day	7339	1	669	174	26.01	20	144	10	0
Pct 7339	VBM	7339	1	669	309	46.19	33	272	4	0
Pct 7341	Election Day	7341	1	908	260	28.63	33	220	7	0
Pct 7341	VBM	7341	1	908	401	44.16	46	341	14	0
Pct 7342	Election Day	7342	1	947	333	35.16	42	279	12	0
Pct 7342	VBM	7342	1	947	414	43.72	54	348	12	0
Pct 7343	Election Day	7343	1	731	234	32.01	15	212	7	0
Pct 7343	VBM	7343	1	731	316	43.23	24	285	7	0
Pct 7344	Election Day	7344	1	1110	287	25.86	39	239	9	0
Pct 7344	VBM	7344	1	1110	538	48.47	60	463	15	0
Pct 7345	Election Day	7345	1	1141	327	28.66	36	283	7	0
Pct 7345	VBM	7345	1	1141	521	45.66	53	457	10	1
Pct 7346	Election Day	7346	1	920	248	26.96	20	220	8	0
Pct 7346	VBM	7346	1	920	384	41.74	40	326	17	1
Pct 7347	Election Day	7347	1	1040	240	23.08	27	207	6	0
Pct 7347	VBM	7347	1	1040	480	46.15	36	428	14	2
Pct 7348	Election Day	7348	1	861	210	24.39	26	181	3	0
Pct 7348	VBM	7348	1	861	353	41.00	42	295	16	0
Pct 7349	Election Day	7349	1	957	247	25.81	41	197	9	0
Pct 7349	VBM	7349	1	957	427	44.62	59	349	19	0
Pct 7501	Election Day	7501	1	565	172	30.44	19	151	2	0
Pct 7501	VBM	7501	1	565	308	54.51	32	273	3	0
Pct 7502	Election Day	7502	1	784	180	22.96	29	147	3	0
Pct 7502	VBM	7502	1	784	447	57.02	67	373	7	0
Pct 7503	Election Day	7503	1	764	207	27.09	27	172	8	0
Pct 7503	VBM	7503	1	764	388	50.79	45	335	8	0
Pct 7504	Election Day	7504	1	503	112	22.27	13	97	2	0
Pct 7504	VBM	7504	1	503	222	44.14	23	196	3	0
Pct 7505	Election Day	7505	1	869	158	18.18	18	130	10	0
Pct 7505	VBM	7505	1	869	532	61.22	80	440	12	0
Pct 7506	Election Day	7506	1	999	224	22.42	16	205	3	0
Pct 7506	VBM	7506	1	999	473	47.35	62	404	7	0
Pct 7507	Election Day	7507	1	955	210	21.99	29	175	6	0
Pct 7507	VBM	7507	1	955	344	36.02	34	301	9	0
Pct 7508	Election Day	7508	1	727	154	21.18	19	128	7	0
Pct 7508	VBM	7508	1	727	427	58.73	56	358	13	0
Pct 7509/7511	Election Day	7509	1	932	235	25.21	27	201	5	0
Pct 7509/7511	VBM	7509	1	932	470	50.43	46	419	4	0
Pct 7512	Election Day	7512	1	612	149	24.35	37	104	8	0
Pct 7512	VBM	7512	1	612	283	46.24	61	210	11	1
Pct 7513	Election Day	7513	1	818	225	27.51	23	194	6	2
Pct 7513	VBM	7513	1	818	315	38.51	42	264	8	1
Pct 7514	Election Day	7514	1	874	140	16.02	6	134	0	0
Pct 7514	VBM	7514	1	874	305	34.90	39	251	15	0
Pct 7515	Election Day	7515	1	869	211	24.28	15	182	14	0
Pct 7515	VBM	7515	1	869	389	44.76	43	337	9	0
Pct 7516	Election Day	7516	1	922	172	18.66	18	148	5	1
Pct 7516	VBM	7516	1	922	538	58.35	70	455	13	0
Pct 7517	Election Day	7517	1	863	289	33.49	12	268	8	1
Pct 7517	VBM	7517	1	863	410	47.51	15	377	18	0
Pct 7518	Election Day	7518	1	950	309	32.53	22	275	12	0
Pct 7518	VBM	7518	1	950	480	50.53	26	436	17	1
Pct 7519	Election Day	7519	1	737	224	30.39	15	200	9	0
Pct 7519	VBM	7519	1	737	355	48.17	19	326	10	0
Pct 7521	Election Day	7521	1	812	291	35.84	18	263	10	0
Pct 7521	VBM	7521	1	812	354	43.60	9	335	10	0
Pct 7522	Election Day	7522	1	764	207	27.09	8	191	8	0
Pct 7522	VBM	7522	1	764	397	51.96	15	368	14	0
Pct 7523	Election Day	7523	1	747	275	36.81	18	243	14	0
Pct 7523	VBM	7523	1	747	359	48.06	24	327	8	0
Pct 7524	Election Day	7524	1	615	181	29.43	7	163	11	0
Pct 7524	VBM	7524	1	615	262	42.60	16	241	4	1
Pct 7525	Election Day	7525	1	800	205	25.62	10	182	13	0
Pct 7525	VBM	7525	1	800	341	42.62	16	312	13	0
Pct 7526	Election Day	7526	1	1011	291	28.78	18	263	9	1
Pct 7526	VBM	7526	1	1011	552	54.60	21	510	21	0
Pct 7527/7528	Election Day	7527	1	725	208	28.69	30	173	4	1
Pct 7527/7528	VBM	7527	1	725	339	46.76	29	301	8	1
Pct 7529	Election Day	7529	1	948	294	31.01	13	270	11	0
Pct 7529	VBM	7529	1	948	486	51.27	15	460	11	0
Pct 7531	Election Day	7531	1	865	225	26.01	8	211	5	1
Pct 7531	VBM	7531	1	865	442	51.10	13	406	23	0
Pct 7532	Election Day	7532	1	852	246	28.87	18	217	10	1
Pct 7532	VBM	7532	1	852	398	46.71	42	346	9	1
Pct 7533	Election Day	7533	1	1015	354	34.88	13	330	11	0
Pct 7533	VBM	7533	1	1015	490	48.28	29	438	23	0
Pct 7534	Election Day	7534	1	936	322	34.40	15	299	8	0
Pct 7534	VBM	7534	1	936	415	44.34	22	375	18	0
Pct 7535	Election Day	7535	1	767	261	34.03	10	238	13	0
Pct 7535	VBM	7535	1	767	387	50.46	16	355	16	0
Pct 7536	Election Day	7536	1	863	291	33.72	12	269	10	0
Pct 7536	VBM	7536	1	863	421	48.78	18	390	13	0
Pct 7537	Election Day	7537	1	752	240	31.91	12	217	11	0
Pct 7537	VBM	7537	1	752	363	48.27	19	338	6	0
Pct 7538	Election Day	7538	1	771	246	31.91	13	226	7	0
Pct 7538	VBM	7538	1	771	400	51.88	13	377	10	0
Pct 7539	Election Day	7539	1	922	330	35.79	15	300	14	1
Pct 7539	VBM	7539	1	922	428	46.42	17	396	15	0
Pct 7541	Election Day	7541	1	805	245	30.43	10	229	6	0
Pct 7541	VBM	7541	1	805	400	49.69	14	367	19	0
Pct 7542	Election Day	7542	1	821	270	32.89	12	241	17	0
Pct 7542	VBM	7542	1	821	389	47.38	17	354	18	0
Pct 7543	Election Day	7543	1	909	215	23.65	6	199	10	0
Pct 7543	VBM	7543	1	909	467	51.38	16	438	12	1
Pct 7544	Election Day	7544	1	898	256	28.51	22	221	13	0
Pct 7544	VBM	7544	1	898	479	53.34	15	448	16	0
Pct 7545	Election Day	7545	1	918	273	29.74	15	245	13	0
Pct 7545	VBM	7545	1	918	480	52.29	38	427	15	0
Pct 7546	Election Day	7546	1	982	304	30.96	21	264	19	0
Pct 7546	VBM	7546	1	982	517	52.65	24	481	12	0
Pct 7547	Election Day	7547	1	1029	314	30.52	10	292	12	0
Pct 7547	VBM	7547	1	1029	505	49.08	16	468	21	0
Pct 7548	Election Day	7548	1	1073	317	29.54	15	290	11	0
Pct 7548	VBM	7548	1	1073	512	47.72	23	477	12	0
Pct 7549	Election Day	7549	1	811	215	26.51	13	195	7	0
Pct 7549	VBM	7549	1	811	431	53.14	33	387	11	0
Pct 7551	Election Day	7551	1	741	239	32.25	16	217	6	0
Pct 7551	VBM	7551	1	741	394	53.17	20	365	9	0
Pct 7552	Election Day	7552	1	727	241	33.15	10	223	8	0
Pct 7552	VBM	7552	1	727	360	49.52	18	340	2	0
Pct 7553 MB	Election Day	7553	1	180	6	3.33	0	6	0	0
Pct 7553 MB	VBM	7553	1	180	126	70.00	14	111	1	0
Pct 7554	Election Day	7554	1	808	247	30.57	21	219	7	0
Pct 7554	VBM	7554	1	808	442	54.70	29	405	8	0
Pct 7555	Election Day	7555	1	886	289	32.62	13	272	4	0
Pct 7555	VBM	7555	1	886	459	51.81	24	424	11	0
Pct 7556/7557	Election Day	7556	1	969	275	28.38	31	241	3	0
Pct 7556/7557	VBM	7556	1	969	573	59.13	29	531	13	0
Pct 7601	Election Day	7601	1	767	190	24.77	24	151	15	0
Pct 7601	VBM	7601	1	767	290	37.81	30	252	8	0
Pct 7602	Election Day	7602	1	901	210	23.31	17	182	11	0
Pct 7602	VBM	7602	1	901	379	42.06	33	334	12	0
Pct 7603	Election Day	7603	1	830	249	30.00	18	223	8	0
Pct 7603	VBM	7603	1	830	376	45.30	33	331	12	0
Pct 7604	Election Day	7604	1	954	265	27.78	33	220	12	0
Pct 7604	VBM	7604	1	954	352	36.90	32	313	7	0
Pct 7605	Election Day	7605	1	648	120	18.52	14	102	4	0
Pct 7605	VBM	7605	1	648	203	31.33	24	170	8	1
Pct 7606	Election Day	7606	1	924	204	22.08	26	163	14	1
Pct 7606	VBM	7606	1	924	330	35.71	46	272	12	0
Pct 7607	Election Day	7607	1	960	215	22.40	22	184	8	1
Pct 7607	VBM	7607	1	960	407	42.40	42	348	17	0
Pct 7608	Election Day	7608	1	392	70	17.86	11	56	3	0
Pct 7608	VBM	7608	1	392	136	34.69	30	102	4	0
Pct 7609	Election Day	7609	1	926	120	12.96	18	91	11	0
Pct 7609	VBM	7609	1	926	352	38.01	50	281	20	1
