contest_id	cand_id	cand_name	ballot_designation	cand_party	incumbent	qualified
1210	002	KEITH BOGDON	Biotech Marketing Consultant		N	Y
1210	003	DAVID ERNST	Liquid Democracy Advocate		N	Y
1310	001	DAVID CHIU	Assemblymember		Y	Y
1310	002	ALEJANDRO FERNANDEZ	Small Business Entrepreneur		N	Y
2230	001	ANDREW Y. S. CHENG	City and County of San Francisco Superior Court Judge		Y	Y
2230	002	PHOENIX STREETS	City and County of San Francisco Public Defender's Office, Attorney		N	Y
2280	001	CURTIS KARNOW	City and County of San Francisco Superior Court Judge		Y	Y
2280	002	MARIA EVANGELISTA	City and County of San Francisco Public Defender's Office, Attorney		N	Y
2302	001	CYNTHIA MING-MEI LEE	City and County of San Francisco Superior Court Judge		Y	Y
2302	003	KWIXUAN H MALOOF	City and County of San Francisco Public Defender's Office, Attorney		N	Y
2302	002	ELIZABETH ZAREH	City and County of San Francisco Assessment Appeals Board Commissioner/ Attorney		N	Y
2306	001	JEFFREY S. ROSS	City and County of San Francisco Superior Court Judge		Y	Y
2306	002	NIKI JUDITH SOLIS	City and County of San Francisco Public Defender's Office, Attorney		N	Y
4000	031	AKINYEMI AGBEDE	Mathematician		N	Y
4000	030	TRAVIS ALLEN	California Assemblyman/Businessman		N	Y
4000	005	MICHAEL BRACAMONTES			N	Y
4000	023	J BRIBIESCA	Retired Medical Doctor		N	Y
4000	010	THOMAS JEFFERSON CARES	Blockchain Startup CEO		N	Y
4000	037	CHRISTOPHER N CARLSON	Puppeteer/Musician		N	Y
4000	015	JOHN CHIANG	California State Treasurer		N	Y
4000	012	JOHN H COX	Businessman/Taxpayer Advocate		N	Y
4000	014	DELAINE EASTIN	Educator/Youth Advocate		N	Y
4000	027	YVONNE GIRARD	Judicial Assistant		N	Y
4000	029	SHUBHAM GOEL	Virtual Reality Manager		N	Y
4000	028	ROBERT DAVIDSON GRIFFIS	Entrepreneur/Economist/Father		N	Y
4000	009	ZOLTAN I GYURKO			N	Y
4000	036	ZOLTAN ISTVAN	Entrepreneur/Transhumanist Lecturer		N	Y
4000	022	JOSH JONES	Author		N	Y
4000	001	GLORIA ESTELA LA RIVA	Graphic Artist		N	Y
4000	025	PETER Y LIU			N	Y
4000	020	ALBERT CAESAR MEZZETTI	Retired Educator		N	Y
4000	018	HAKAN "HAWK" MIKADO	CEO/Business Owner		N	Y
4000	021	ROBERT C NEWMAN	Research Clinical Psychologist		N	Y
4000	008	GAVIN NEWSOM	Lieutenent Governor/Businessman		N	Y
4000	013	AMANDA RENTERIA	COO, Justice Department		N	Y
4000	035	MICHAEL SHELLENBERGER	Environmental Organization Executive		N	Y
4000	034	DESMOND SILVEIRA	Senior Software Engineer		N	Y
4000	019	JEFFREY EDWARD TAYLOR	Marketplace Minister		N	Y
4000	017	KLEMENT TINAJ	CEO/Educator/Artist		N	Y
4000	026	ANTONIO VILLARAIGOSA	Public Policy Advisor		N	Y
4000	032	JOHNNY WATTENBURG	Bussiness Owner		N	Y
4000	033	NICKOLAS WILDSTAR	Recording Artist		N	Y
4010	010	JEFF BLEICH	Attorney/Educator		N	Y
4010	014	DAVID FENNELL	Entrepreneur		N	Y
4010	013	TIM FERREIRA	Strategist/Programmer/Entrepreneur		N	Y
4010	012	CAMERON GHARABIKLOU	Attorney		N	Y
4010	005	COLE HARRIS	Father/Entrepreneur/Businessman		N	Y
4010	007	DAVID R HERNANDEZ	Retired Business Owner		N	Y
4010	006	ED HERNANDEZ	State Senator/Businessman		N	Y
4010	002	ELENI KOUNALAKIS			N	Y
4010	009	GAYLE MCLAUGHLIN	Community Organizer/ Educator		N	Y
4010	008	LYDIA ORTEGA	Economist/Businesswoman/Educator		N	Y
4010	004	DANNY THOMAS	Dentist/Dental Surgeon		N	Y
4020	003	ALEX PADILLA	Secretary of State		Y	Y
4020	006	RAUL RODRIGUEZ JR	Retired Warehousing Employee		N	Y
4020	005	ERIK RYDBERG	Community Organizer		N	Y
4020	001	C T. WEBER	Retired Government Analyst		N	Y
4020	007	MICHAEL FEINSTEIN	Electoral Reform Consultant		N	Y
4020	004	GAIL K LIGHTFOOT	Retired Nurse		N	Y
4020	008	RUBEN MAJOR	Paramedic/Educator/Businessperson		N	Y
4020	009	MARK P MEUSER	Election Law Attorney		N	Y
4030	002	BETTY T YEE	California State Controller		Y	Y
4030	001	MARY LOU FINLEY	Retired Educator		N	Y
4030	003	KONSTANTINOS RODITIS	Entrepreneur		N	Y
4040	004	KEVIN AKIN	Retired Steam Engineer		N	Y
4040	007	GREG CONLON	Businessman/CPA		N	Y
4040	006	JACK M GUERRERO	CPA/Councilmember/Economist		N	Y
4040	001	FIONA MA	CPA/Taxpayer Representative		N	Y
4040	005	VIVEK VISWANATHAN	Governor's Office, Advisor		N	Y
4050	005	XAVIER BECERRA	Appointed Attorney General of the State of California		Y	Y
4050	004	ERIC EARLY	Attorney/Business Owner		N	Y
4050	003	DAVE JONES	California Insurance Commissioner		N	Y
4050	002	STEVEN BAILEY	Retired California Judge		N	Y
4060	005	NATHALIE HRIZI	Public School Teacher		N	Y
4060	003	RICARDO LARA	California Senator		N	Y
4060	007	ASIF MAHMOOD	Physician, Internal Medicine		N	Y
4060	006	STEVE POIZNER	Businessman/Non-Profit Director		N	Y
4070	005	MARK BURNS	Realtor/Businessman		N	Y
4070	001	BARRY CHANG	Councilmember/Business Owner		N	Y
4070	002	MALIA MICHELLE COHEN	Supervisor, City and County of San Francisco		N	Y
4070	003	CATHLEEN GALGIANI	State Senator		N	Y
4080	005	STEVEN IRELAND	Parent		N	Y
4080	004	LILY (ESPINOZA) PLOSKI	Educational Administrator/Instructor		N	Y
4080	002	TONY K. THURMOND	Educator/State Legislator		N	Y
4080	003	MARSHALL TUCK	Schools Improvement Diretor		N	Y
5000	002	ANGELA ALIOTO	Civil Rights Attorney		N	Y
5000	015	MICHELLE BRAVO	Holistic Health Practitioner		N	Y
5000	001	RICHIE GREENBERG	Small Business Advisor		N	Y
5000	007	JANE KIM	Supervisor		N	Y
5000	003	MARK LENO	Small Businessperson		N	Y
5000	004	AMY FARAH WEISS	Nonprofit Executive Director		N	Y
5000	009	ELLEN LEE ZHOU	Family Social Worker		N	Y
5000	024	LONDON BREED	Acting Mayor / Supervisor		N	Y
5108	004	RAFAEL MANDELMAN	City College Trustee/Attorney		N	Y
5108	001	JEFF SHEEHY	Appointed San Francisco Supervisor		N	Y
5108	006	LAWRENCE "STARK" DAGESSE	Theatrical Technician		N	Y
