area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	074:ED HERNANDEZ	075:ELENI KOUNALAKIS
PCT9708	ED	948	248	0	0	26	222	103	119
PCT9708	MV	948	500	0	0	70	430	191	239
PCT9709	ED	1028	281	7	0	31	243	106	137
PCT9709	MV	1028	517	0	1	95	421	187	234
PCT9711	ED	641	195	0	0	21	174	75	99
PCT9711	MV	641	336	0	0	51	285	126	159
PCT9712	ED	649	160	0	0	18	142	79	63
PCT9712	MV	649	398	1	1	54	342	147	195
PCT9713	ED	960	225	1	0	35	189	84	105
PCT9713	MV	960	489	0	0	94	395	187	208
PCT9714	ED	931	207	1	0	33	173	90	83
PCT9714	MV	931	538	0	0	97	441	194	247
PCT9715	ED	569	180	0	0	29	151	76	75
PCT9715	MV	569	309	0	0	53	256	125	131
PCT9716	ED	947	238	0	1	29	208	97	111
PCT9716	MV	947	481	0	0	61	420	182	238
PCT9717	ED	972	265	0	1	32	232	124	108
PCT9717	MV	972	532	0	1	56	475	214	261
PCT9718	ED	862	227	0	0	26	201	91	110
PCT9718	MV	862	496	0	0	70	426	183	243
PCT9719	ED	901	245	0	0	36	209	97	112
PCT9719	MV	901	524	2	0	70	452	198	254
PCT9721	ED	662	198	0	0	26	172	79	93
PCT9721	MV	662	357	0	0	51	306	146	160
PCT9722	ED	605	119	1	0	18	100	48	52
PCT9722	MV	605	355	0	0	55	300	131	169
PCT9723	ED	481	98	0	0	20	78	33	45
PCT9723	MV	481	275	0	0	52	223	97	126
PCT9724	ED	991	205	0	0	33	172	76	96
PCT9724	MV	991	565	0	1	123	441	182	259
PCT9725	ED	970	213	0	1	42	170	73	97
PCT9725	MV	970	499	0	0	90	409	190	219
PCT9726	ED	655	262	0	0	28	234	100	134
PCT9726	MV	655	241	0	0	28	213	99	114
PCT9727	ED	459	79	0	0	7	72	27	45
PCT9727	MV	459	271	0	0	52	219	108	111
PCT9728	ED	926	230	0	0	42	188	94	94
PCT9728	MV	926	503	0	0	84	419	210	209
PCT9729	ED	800	191	0	0	32	159	81	78
PCT9729	MV	800	442	0	2	69	371	169	202
PCT9731	ED	556	167	0	0	25	142	66	76
PCT9731	MV	556	282	0	0	36	246	103	143
PCT9732	MV	70	56	0	0	4	52	31	21
PCT9733	MV	235	191	0	0	14	177	78	99
PCT9734	ED	603	154	0	0	22	132	68	64
PCT9734	MV	603	341	0	0	41	300	150	150
PCT9735	ED	809	206	0	0	37	169	82	87
PCT9735	MV	809	449	0	0	57	392	177	215
PCT9736	ED	713	173	0	0	23	150	68	82
PCT9736	MV	713	410	0	0	57	353	159	194
PCT9737	ED	818	208	0	0	25	183	75	108
PCT9737	MV	818	476	0	2	57	417	196	221
PCT9738	ED	848	185	0	0	26	159	77	82
PCT9738	MV	848	404	0	0	48	356	161	195
PCT9739	ED	828	220	0	0	18	202	92	110
PCT9739	MV	828	335	0	0	40	295	140	155
PCT9741	ED	552	227	0	0	6	221	97	124
PCT9741	MV	552	105	0	0	10	95	34	61
PCT9742	ED	677	180	4	0	31	145	67	78
PCT9742	MV	677	289	0	0	55	234	99	135
PCT9743	ED	1163	310	0	0	31	279	126	153
PCT9743	MV	1163	501	0	0	55	446	175	271
PCT9744	ED	911	244	1	0	28	215	85	130
PCT9744	MV	911	390	0	0	52	338	142	196
PCT9745	ED	991	281	0	0	38	243	101	142
PCT9745	MV	991	346	0	0	26	320	146	174
PCT9746	ED	884	231	0	0	37	194	104	90
PCT9746	MV	884	451	0	3	74	374	163	211
PCT9747	ED	973	246	0	0	17	229	116	113
PCT9747	MV	973	470	0	0	66	404	209	195
PCT9748	ED	931	229	0	0	20	209	100	109
PCT9748	MV	931	475	1	0	79	395	173	222
PCT9749	ED	913	224	2	0	31	191	96	95
PCT9749	MV	913	384	0	0	54	330	175	155
PCT9751	ED	1016	253	0	0	32	221	99	122
PCT9751	MV	1016	522	0	1	72	449	220	229
PCT9752	ED	710	175	3	0	16	156	79	77
PCT9752	MV	710	392	0	0	54	338	170	168
PCT9753	ED	756	186	0	0	18	168	92	76
PCT9753	MV	756	387	0	1	42	344	160	184
PCT9754	ED	707	47	0	0	5	42	17	25
PCT9754	MV	707	377	0	0	48	329	151	178
PCT9755	ED	582	171	0	0	15	156	76	80
PCT9755	MV	582	284	2	0	21	261	120	141
PCT9756	ED	941	185	0	1	27	157	76	81
PCT9756	MV	941	477	0	0	84	393	191	202
PCT9801	ED	408	104	0	0	12	92	51	41
PCT9801	MV	408	181	0	0	17	164	71	93
CONG12	TO	443570	332140	87	306	40381	291366	136509	154857
CONG14	TO	56946	40321	19	42	5495	34765	17085	17680
ASSM17	TO	291063	214584	62	238	24206	190078	90830	99248
ASSM19	TO	209453	157877	44	110	21670	136053	62764	73289
BART7	TO	38460	24701	3	43	3076	21579	9487	12092
BART8	TO	223735	166231	47	112	23539	142533	65125	77408
BART9	TO	238321	181529	56	193	19261	162019	78982	83037
SUPV1	TO	42767	32717	7	14	4367	28329	13252	15077
SUPV2	TO	50394	40340	1	25	5289	35025	13976	21049
SUPV3	TO	39799	28528	2	18	3832	24676	10979	13697
SUPV4	TO	42953	31684	8	20	5121	26535	12740	13795
SUPV5	TO	53744	41997	5	40	4213	37739	18291	19448
SUPV6	TO	43321	29109	2	51	3540	25516	11487	14029
SUPV7	TO	47076	36551	30	23	4953	31545	14579	16966
SUPV8	TO	58122	48580	31	33	4603	43913	19935	23978
SUPV9	TO	42988	31742	10	46	3435	28251	15775	12476
SUPV10	TO	41862	26436	9	34	3252	23141	10973	12168
SUPV11	TO	37490	24777	1	44	3271	21461	11607	9854
NEIG1	TO	19914	11260	1	21	1500	9738	4663	5075
NEIG2	TO	17446	12417	1	7	1749	10660	4761	5899
NEIG3	TO	28644	19019	1	28	2422	16568	7765	8803
NEIG4	TO	7002	5798	3	2	564	5229	2312	2917
NEIG5	TO	27634	18410	1	36	2444	15929	8803	7126
NEIG6	TO	14982	12227	2	10	1139	11076	5455	5621
NEIG7	TO	12118	7922	2	9	1052	6859	3464	3395
NEIG8	TO	9734	7850	0	6	865	6979	3432	3547
NEIG9	TO	8390	5906	1	2	794	5109	2226	2883
NEIG10	TO	10097	8001	0	5	897	7099	3061	4038
NEIG11	TO	40622	32340	5	19	4238	28078	11190	16888
NEIG12	TO	31129	23270	3	37	2300	20930	11658	9272
NEIG13	TO	16964	14401	3	4	1426	12968	5873	7095
NEIG14	TO	8795	7262	2	2	739	6519	3425	3094
NEIG15	TO	7019	5227	0	1	685	4541	1916	2625
NEIG26	TO	9293	6101	2	8	900	5191	2801	2390
NEIG16	TO	16814	13062	3	14	1290	11755	5149	6606
NEIG17	TO	37322	28480	5	13	3863	24599	11584	13015
NEIG18	TO	8050	6586	1	6	888	5691	2397	3294
NEIG19	TO	9419	7384	6	10	756	6612	3394	3218
NEIG20	TO	24674	17016	2	25	2081	14908	6560	8348
NEIG21	TO	42363	31231	8	20	5067	26136	12527	13609
NEIG22	TO	18966	16173	12	11	1396	14754	6334	8420
NEIG23	TO	8139	4486	3	7	708	3768	1936	1832
NEIG24	TO	34909	27819	27	18	3776	23998	11167	12831
NEIG25	TO	30077	22813	12	27	2337	20437	9741	10696
