sequence	cont_external_id	cand_seq	cand_id	external_id	title	party	designation	cand_type
1700	10	0440	147704	17002	SHARON KIDD		Police Reform Counselor	default
1800	11	0460	147705	18005	MICHAEL PETRELIS		LGBT Writer Organizer	default
1800	11	0470	147706	18006	PATRICK  MORTIERE		Nonprofit Director	default
1800	11	0480	147707	18003	BEVAN DUFTY		BART Director	default
1800	11	0490	147708	18004	DAVID WEI WEN YOUNG		Engineer	default
2100	18	0830	147735	210061	YES			default
2100	18	0840	147736	210060	NO			default
2200	19	0830	147735	220061	YES			default
2200	19	0840	147736	220060	NO			default
2300	20	0830	147735	230061	YES			default
2300	20	0840	147736	230060	NO			default
2400	21	0830	147735	240061	YES			default
2400	21	0840	147736	240060	NO			default
2500	22	0830	147735	250061	YES			default
2500	22	0840	147736	250060	NO			default
2600	23	0830	147735	260061	YES			default
2600	23	0840	147736	260060	NO			default
2700	24	0830	147735	270061	YES			default
2700	24	0840	147736	270060	NO			default
2800	25	0830	147735	280061	YES			default
2800	25	0840	147736	280060	NO			default
2900	26	0830	147735	290061	YES			default
2900	26	0840	147736	290060	NO			default
3000	27	0830	147735	300061	YES			default
3000	27	0840	147736	300060	NO			default
3100	28	0830	147735	310061	YES			default
3100	28	0840	147736	310060	NO			default
3200	29	0830	147735	320061	YES			default
3200	29	0840	147736	320060	NO			default
3400	30	0830	147735	340061	YES			default
3400	30	0840	147736	340060	NO			default
3500	31	0830	147735	350061	YES			default
3500	31	0840	147736	350060	NO			default
3600	32	0830	147735	360061	YES			default
3600	32	0840	147736	360060	NO			default
3700	33	0830	147735	370061	YES			default
3700	33	0840	147736	370060	NO			default
3800	34	0830	147735	380061	YES			default
3800	34	0840	147736	380060	NO			default
3900	35	0830	147735	390061	YES			default
3900	35	0840	147736	390060	NO			default
4000	36	0830	147735	400061	YES			default
4000	36	0840	147736	400060	NO			default
4100	37	0830	147735	410061	YES			default
4100	37	0840	147736	410060	NO			default
4200	38	0830	147735	420061	YES			default
4200	38	0840	147736	420060	NO			default
4300	39	0830	147735	430061	YES			default
4300	39	0840	147736	430060	NO			default
4400	40	0830	147735	440061	YES			default
4400	40	0840	147736	440060	NO			default
4500	41	0830	147735	450061	YES			default
4500	41	0840	147736	450060	NO			default
4700	42	0830	147735	470061	YES			default
4700	42	0840	147736	470060	NO			default
5500	12	0510	147709	550020	DAVID E. LEE		Civic Rights Educator	default
5500	12	0520	147710	550021	MARJAN PHILHOUR		Neighborhood Business Owner	default
5500	12	0530	147711	550023	VERONICA SHINZATO		Consultant / Business Owner	default
5500	12	0540	147712	550018	ANDREW N. MAJALYA		Software Salesperson	default
5500	12	0550	147713	550022	SHERMAN R. D'SILVA		Operations Manager	default
5500	12	0560	147714	550017	AMANDA INOCENCIO		Public Interest Attorney	default
5500	12	0570	147715	550019	CONNIE CHAN		Legislative Policy Advisor	default
5600	13	0590	147716	560027	AARON PESKIN		Supervisor	default
5600	13	0600	147717	560028	DANNY SAUTER		Neighborhood Nonprofit Director	default
5600	13	0610	147718	560029	SPENCER SIMONSEN		Senior Services Provider	default
5600	13	0620	147719	560030	STEPHEN (LULU) SCHWARTZ		Human Rights Investigator	default
5700	14	0640	147720	570034	VALLIE BROWN		Nonprofit Program Advisor	default
5700	14	0650	147721	570031	DANIEL LANDRY		Director, Arts Nonprofit	default
5700	14	0660	147722	570032	DEAN PRESTON		Supervisor	default
5700	14	0670	147723	570033	NOMVULA O'MEARA		Organizer / Film Producer	default
5800	15	0690	147724	580037	JOEL ENGARDIO		Journalist	default
5800	15	0700	147725	580038	KEN PIPER		Business Owner	default
5800	15	0710	147726	580041	VILASKA NGUYEN		Criminal Trial Attorney	default
5800	15	0720	147727	580035	BEN MATRANGA		Technology Equity Director	default
5800	15	0730	147728	580040	STEPHEN W. MARTIN-PINTO		Firefighter / Military Reservist	default
5800	15	0740	147729	580039	MYRNA MELGAR		Urban Planner	default
5800	15	0750	147730	580036	EMILY MURASE		City and County of San Francisco Agency Director	default
5900	16	0770	147731	590042	HILLARY RONEN		District 9 Supervisor	default
6000	17	0790	147732	600025	JOHN AVALOS		Healthcare Union Organizer	default
6000	17	0800	147733	600024	AHSHA SAFAI		District 11 Supervisor	default
6000	17	0810	147734	600026	MARCELO COLUSSI		Small Business Owner	default
