VotingPrecinctID,VotingPrecinctName,MailBallotPrecinct,BalType,Assembly,Congressional,Senatorial,Supervisorial,Issued,American_Independent_Issued,Democratic_Issued,Green_Issued,Libertarian_Issued,Peace_&_Freedom_Issued,Republican_Issued,No_Party_Preference_Issued,No_Party_Preference_(AI)_Issued,No_Party_Preference_(LIB)_Issued,No_Party_Preference_(DEM)_Issued,Returned,American_Independent_Returned,Democratic_Returned,Green_Returned,Libertarian_Returned,Peace_&_Freedom_Returned,Republican_Returned,No_Party_Preference_Returned,No_Party_Preference_(AI)_Returned,No_Party_Preference_(LIB)_Returned,No_Party_Preference_(DEM)_Returned,Accepted,American_Independent_Accepted,Democratic_Accepted,Green_Accepted,Libertarian_Accepted,Peace_&_Freedom_Accepted,Republican_Accepted,No_Party_Preference_Accepted,No_Party_Preference_(AI)_Accepted,No_Party_Preference_(LIB)_Accepted,No_Party_Preference_(DEM)_Accepted,Pending,American_Independent_Pending,Democratic_Pending,Green_Pending,Libertarian_Pending,Peace_&_Freedom_Pending,Republican_Pending,No_Party_Preference_Pending,No_Party_Preference_(AI)_Pending,No_Party_Preference_(LIB)_Pending,No_Party_Preference_(DEM)_Pending,Challenged,American_Independent_Challenged,Democratic_Challenged,Green_Challenged,Libertarian_Challenged,Peace_&_Freedom_Challenged,Republican_Challenged,No_Party_Preference_Challenged,No_Party_Preference_(AI)_Challenged,No_Party_Preference_(LIB)_Challenged,No_Party_Preference_(DEM)_Challenged
7008,Pct 7008,NO,5,17,12,11,10,691,13,455,2,3,1,35,179,0,0,0,553,10,380,1,2,0,30,127,0,0,0,545,10,377,1,2,0,29,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,1,4,0,0,0
7009,Pct 7009,NO,5,17,12,11,10,716,14,435,11,7,2,23,220,0,0,0,525,11,325,10,7,0,17,153,0,0,0,516,11,319,10,7,0,17,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,3,0,0,0
7011,Pct 7011,NO,5,17,12,11,10,654,6,429,6,4,6,22,170,0,0,0,305,2,211,2,1,2,11,75,0,0,0,296,2,204,2,1,2,9,75,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,7,0,0,0,2,0,0,0,0
7012,Pct 7012,NO,5,17,12,11,10,834,11,545,9,6,0,41,221,0,0,0,604,9,402,7,2,0,34,149,0,0,0,594,9,395,7,2,0,33,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,1,2,0,0,0
7013,Pct 7013,NO,5,17,12,11,10,766,21,438,5,8,1,35,257,0,0,0,511,10,310,1,3,0,19,167,0,0,0,501,10,305,1,3,0,18,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,1,4,0,0,0
7014,Pct 7014,NO,5,17,12,11,10,1191,19,714,6,9,2,42,396,0,0,0,812,8,518,5,5,0,24,251,0,0,0,803,8,514,4,5,0,23,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1,0,0,1,3,0,0,0
7015,Pct 7015 MB,YES,5,17,12,11,10,104,6,55,1,0,1,7,34,0,0,0,46,2,25,1,0,0,4,14,0,0,0,44,1,25,1,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0
7016,Pct 7016,NO,5,17,12,11,10,608,10,319,6,4,4,33,223,0,0,0,288,4,169,1,2,3,16,89,0,0,0,280,4,164,0,2,3,15,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,5,1,0,0,1,1,0,0,0
7017,Pct 7017,NO,5,17,12,11,10,470,7,314,2,2,4,13,125,0,0,0,260,2,196,2,2,2,4,51,0,0,0,253,1,194,2,2,2,4,47,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,2,0,0,0,0,4,0,0,0
7018,Pct 7018,NO,5,17,12,11,10,722,7,372,0,4,3,20,314,0,0,0,455,5,260,0,3,1,14,172,0,0,0,451,5,257,0,3,1,14,171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0
7019,Pct 7019,NO,5,17,12,11,10,657,5,368,7,4,2,33,232,0,0,0,420,3,252,4,3,1,22,132,0,0,0,415,3,248,4,3,1,21,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0
7021,Pct 7021,NO,5,17,12,11,10,603,12,369,7,2,6,22,178,0,0,0,310,7,205,6,1,2,12,74,0,0,0,305,7,201,6,1,2,12,73,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,5,0,0,0,0,1,0,0,0
7022,Pct 7022,NO,5,17,12,11,10,606,8,381,4,1,6,16,186,0,0,0,356,4,234,3,1,2,10,99,0,0,0,352,4,231,3,1,2,10,98,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0
7023,Pct 7023,NO,5,17,12,11,10,660,10,452,3,1,3,21,166,0,0,0,416,5,296,2,1,2,14,93,0,0,0,402,5,286,2,1,2,13,91,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,10,0,0,0,1,2,0,0,0
7024,Pct 7024,NO,5,17,12,11,10,216,5,150,1,0,3,4,49,0,0,0,78,0,53,0,0,1,0,21,0,0,0,78,0,53,0,0,1,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7025,Pct 7025,NO,5,17,12,11,10,280,5,180,4,0,2,8,77,0,0,0,134,3,91,2,0,1,5,31,0,0,0,129,3,88,1,0,1,5,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,1,0,0,0
7026,Pct 7026,NO,5,17,12,11,10,769,4,366,6,1,2,34,352,0,0,0,461,3,236,6,0,1,24,190,0,0,0,456,3,234,6,0,1,24,188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,2,0,0,0
7027,Pct 7027,NO,5,17,12,11,10,593,10,330,3,0,3,28,212,0,0,0,363,2,212,1,0,2,22,120,0,0,0,354,2,210,1,0,2,21,114,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,2,0,0,0,1,6,0,0,0
7028,Pct 7028,NO,5,17,12,11,10,509,8,325,4,3,0,10,155,0,0,0,287,3,191,1,2,0,2,87,0,0,0,283,3,189,1,2,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0
7029,Pct 7029,NO,5,17,12,11,10,555,10,377,5,1,7,13,139,0,0,0,258,4,186,2,0,3,7,55,0,0,0,251,4,182,2,0,3,7,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,0,0,0,3,0,0,0
7030,Pct 7030,NO,5,17,12,11,10,591,7,255,2,3,3,38,279,0,0,0,357,5,160,0,1,3,19,166,0,0,0,357,5,160,0,1,3,19,166,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,Pct 7031,NO,5,17,12,11,10,553,4,294,2,5,3,15,223,0,0,0,315,3,176,1,2,0,9,119,0,0,0,310,3,174,1,2,0,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,1,0,0,0
7032,Pct 7032,NO,5,17,12,11,10,583,6,355,4,0,3,19,191,0,0,0,325,2,204,0,0,3,15,99,0,0,0,317,2,199,0,0,2,15,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,6,0,0,1,0,3,0,0,0
7033,Pct 7033,NO,5,17,12,11,10,496,5,321,5,3,2,16,139,0,0,0,254,2,175,0,1,0,9,65,0,0,0,249,2,173,0,0,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,2,0,0,0
7034,Pct 7034,NO,5,17,12,11,10,534,10,351,2,0,2,15,150,0,0,0,205,5,150,0,0,0,9,40,0,0,0,201,5,148,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0
7035,Pct 7035,NO,5,17,12,11,10,428,9,264,2,3,6,22,120,0,0,0,269,4,179,2,1,4,9,69,0,0,0,263,4,174,2,1,4,9,68,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,5,0,0,0,0,1,0,0,0
7036,Pct 7036,NO,6,17,12,11,10,684,10,351,4,1,2,46,266,0,0,0,347,6,186,2,0,1,30,122,0,0,0,343,6,183,2,0,1,30,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0
7037,Pct 7037,NO,6,17,12,11,10,393,6,220,1,2,5,10,146,0,0,0,101,1,53,0,1,0,3,42,0,0,0,100,1,53,0,1,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7038,Pct 7038,NO,6,17,12,11,10,659,6,319,5,3,3,27,291,0,0,0,363,5,182,4,3,0,16,151,0,0,0,354,5,177,4,3,0,16,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,4,0,0,0
7039,Pct 7039,NO,6,17,12,11,10,532,4,292,2,1,0,30,200,0,0,0,314,3,186,2,0,0,18,104,0,0,0,308,3,182,2,0,0,18,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0
7041,Pct 7041 MB,YES,5,17,12,11,10,61,0,33,0,0,0,6,22,0,0,0,35,0,19,0,0,0,5,11,0,0,0,33,0,18,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
7042,Pct 7042,NO,5,17,12,11,10,458,8,256,2,3,2,30,155,0,0,0,264,3,150,1,0,1,18,90,0,0,0,258,3,147,1,0,0,17,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,3,0,0,1,1,1,0,0,0
7043,Pct 7043,NO,5,17,12,11,10,705,13,417,3,2,4,22,241,0,0,0,414,2,269,3,2,1,16,120,0,0,0,405,2,262,3,2,1,15,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,7,0,0,0,1,1,0,0,0
7044,Pct 7044,NO,5,17,12,11,10,507,7,327,3,0,4,18,140,0,0,0,198,2,125,2,0,3,10,56,0,0,0,194,2,122,2,0,3,10,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0
7045,Pct 7045,NO,6,17,12,11,10,592,6,291,2,0,0,33,255,0,0,0,351,5,188,1,0,0,21,133,0,0,0,343,5,182,1,0,0,21,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,2,0,0,0
7046,Pct 7046,NO,5,17,12,11,10,290,2,163,0,1,3,16,101,0,0,0,182,1,103,0,1,0,7,69,0,0,0,176,1,101,0,1,0,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,4,0,0,0
7047,Pct 7047,NO,6,17,12,11,10,635,11,329,2,4,3,25,256,0,0,0,394,7,226,1,0,1,18,138,0,0,0,389,7,224,1,0,1,18,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,3,0,0,0
7048,Pct 7048,NO,6,17,12,11,10,598,7,327,2,2,1,22,226,0,0,0,323,3,184,1,2,0,16,113,0,0,0,320,3,183,1,2,0,16,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0
7049,Pct 7049,NO,6,17,12,11,10,546,4,246,0,1,3,47,244,0,0,0,306,1,139,0,0,0,27,139,0,0,0,303,1,137,0,0,0,27,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0
7051,Pct 7051,NO,6,17,12,11,10,651,12,301,5,6,3,52,267,0,0,0,385,7,186,4,0,0,40,147,0,0,0,378,7,182,4,0,0,40,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,0,0
7052,Pct 7052,NO,6,17,12,11,10,627,12,301,2,2,0,31,276,0,0,0,409,8,208,1,1,0,22,167,0,0,0,403,7,205,1,1,0,22,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,2,0,0,0
7053,Pct 7053,NO,5,17,12,11,10,470,7,236,3,0,0,35,188,0,0,0,281,4,144,1,0,0,25,107,0,0,0,279,4,142,1,0,0,25,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
