iContestID	szBallotHeading	szSubHeading	szOfficeTitle	szOfficeAbbr1	szOfficeAbbr2	sGoesIntoExtension	iNumToVoteFor	iOfficeOnBallot	iNumQualified	iNumCandidates	iCandidateID	szCandidateName	szBallotDesignation	iIncumbent	dtQualified	dtSigsInLieuFiled_dt	dtSigsInLieuIssued_dt	dtDecOfIntentIssued_dt	dtDecOfIntentFiled_dt	dtNOMIssued_dt	dtNomFiled_dt	dtFilingFeePaid_dt	dtCandStmtFiled_dt	dtCandStmtIssued_dt	dtDecOfCandIssued_dt	dtDecOfCandFiled_dt	dtCodeFairCampFiled_dt	sUserCode1	sUserCode2	szResAddress1	szResAddress2	szResAddress3	szMailAddr1	szMailAddr2	szMailAddr3	szMailAddr4	szBusinessAddr1	szBusinessCity	szBusinessState	szBusinessZip	sBusinessPhone	sHomePhone	sFaxNo	szEmailAddress	sPartyAbbr	szPartyName	sCampaignPhone	sCampaignFax	sCampaignMobile	szWebAddress	sElectronicCandStmt
100	FEDERAL		PRESIDENT OF THE UNITED STATES-DEM	PRESIDENT DEM	 DEM	N	1	1	20	20	16	BERNIE SANDERS		0	12/11/2019 1:14:00 PM																																				No
100	FEDERAL		PRESIDENT OF THE UNITED STATES-DEM	PRESIDENT DEM	 DEM	N	1	1	20	20	12	JOE SESTAK		0	12/11/2019 1:14:00 PM																																				No
100	FEDERAL		PRESIDENT OF THE UNITED STATES-DEM	PRESIDENT DEM	 DEM	N	1	1	20	20	7	TOM STEYER		0	12/11/2019 1:15:00 PM																																				No
100	FEDERAL		PRESIDENT OF THE UNITED STATES-DEM	PRESIDENT DEM	 DEM	N	1	1	20	20	21	ELIZABETH WARREN		0	12/11/2019 1:15:00 PM																																				No
100	FEDERAL		PRESIDENT OF THE UNITED STATES-DEM	PRESIDENT DEM	 DEM	N	1	1	20	20	14	MARIANNE WILLIAMSON		0	12/11/2019 1:16:00 PM																																				No
100	FEDERAL		PRESIDENT OF THE UNITED STATES-DEM	PRESIDENT DEM	 DEM	N	1	1	20	20	13	ANDREW YANG		0	12/11/2019 1:16:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	5	ROBERT ARDINI		0	12/11/2019 12:51:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	6	ROQUE "ROCKY" DE LA FUENTE		0	12/11/2019 12:52:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	7	ZOLTAN G. ISTVAN		0	12/11/2019 12:54:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	1	MATTHEW JOHN MATERN		0	12/11/2019 12:55:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	2	DONALD J. TRUMP		0	12/11/2019 12:56:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	4	JOE WALSH		0	12/11/2019 12:57:00 PM																																				No
101	FEDERAL		PRESIDENT OF THE UNITED STATES-REP	PRESIDENT REP	 REP	N	1	1	7	7	3	BILL WELD		0	12/11/2019 12:59:00 PM																																				No
102	FEDERAL		PRESIDENT OF THE UNITED STATES-AI	PRESIDENT AI	 AI	N	1	1	5	5	1	CHARLES KRAUT		0	12/11/2019 1:05:00 PM																																				No
102	FEDERAL		PRESIDENT OF THE UNITED STATES-AI	PRESIDENT AI	 AI	N	1	1	5	5	5	J.R. MYERS		0	12/11/2019 1:06:00 PM																																				No
102	FEDERAL		PRESIDENT OF THE UNITED STATES-AI	PRESIDENT AI	 AI	N	1	1	5	5	2	DON BLANKENSHIP		0	12/11/2019 12:59:00 PM																																				No
102	FEDERAL		PRESIDENT OF THE UNITED STATES-AI	PRESIDENT AI	 AI	N	1	1	5	5	3	PHIL COLLINS		0	12/11/2019 1:01:00 PM																																				No
102	FEDERAL		PRESIDENT OF THE UNITED STATES-AI	PRESIDENT AI	 AI	N	1	1	5	5	4	ROQUE "ROCKY" DE LA FUENTE		0	12/11/2019 1:03:00 PM																																				No
104	FEDERAL		PRESIDENT OF THE UNITED STATES-GRN	PRESIDENT GRN	 GRN	N	1	1	5	5	1	DARIO HUNTER		0	12/11/2019 1:09:00 PM																																				No
104	FEDERAL		PRESIDENT OF THE UNITED STATES-GRN	PRESIDENT GRN	 GRN	N	1	1	5	5	2	DENNIS LAMBERT		0	12/11/2019 1:09:00 PM																																				No
104	FEDERAL		PRESIDENT OF THE UNITED STATES-GRN	PRESIDENT GRN	 GRN	N	1	1	5	5	5	SEDINAM MOYOWASIFZA-CURRY		0	12/11/2019 1:10:00 PM																																				No
104	FEDERAL		PRESIDENT OF THE UNITED STATES-GRN	PRESIDENT GRN	 GRN	N	1	1	5	5	3	DAVID ROLDE		0	12/11/2019 1:11:00 PM																																				No
104	FEDERAL		PRESIDENT OF THE UNITED STATES-GRN	PRESIDENT GRN	 GRN	N	1	1	5	5	4	HOWIE HAWKINS		0	12/11/2019 1:07:00 PM																																				No
105	FEDERAL		PRESIDENT OF THE UNITED STATES-P&F	PRESIDENT PF	 PF	N	1	1	2	2	1	HOWIE HAWKINS		0	12/11/2019 1:12:00 PM																																				No
105	FEDERAL		PRESIDENT OF THE UNITED STATES-P&F	PRESIDENT PF	 PF	N	1	1	2	2	2	GLORIA LA RIVA		0	12/11/2019 1:13:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	4	MAX ABRAMSON		0	12/11/2019 1:14:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	12	KEN ARMSTRONG		0	12/11/2019 1:15:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	11	DAN BEHRMAN		0	12/11/2019 1:15:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	6	KEENAN WALLACE DUNHAM		0	12/11/2019 1:16:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	8	SOURAYA FAAS		0	12/11/2019 1:16:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	2	ERIK CHASE GERHARDT		0	12/11/2019 1:17:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	3	JACOB HORNBERGER		0	12/11/2019 1:17:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	5	JO JORGENSEN		0	12/11/2019 1:18:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	13	ADAM KOKESH		0	12/11/2019 1:19:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	7	STEVEN A RICHEY		0	12/11/2019 1:20:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	9	SAM ROBB		0	12/11/2019 1:21:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	1	KIM RUFF		0	12/11/2019 1:21:00 PM																																				No
106	FEDERAL		PRESIDENT OF THE UNITED STATES-LIB	PRESIDENT LIB	 LIB	N	1	1	13	13	10	VERMIN SUPREME		0	12/11/2019 1:22:00 PM																																				No
1020	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 12	US House of Rep	District 12	N	1	1	6	6	6	NANCY PELOSI	Member of Congress	1	12/12/2019 10:42:00 AM					11/14/2019		11/14/2019		11/14/2019																											No
1020	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 12	US House of Rep	District 12	N	1	1	6	6	5	AGATHA BACELAR	Documentary Filmmaker	0	12/12/2019 10:41:00 AM	11/6/2019				12/6/2019	12/6/2019	12/6/2019	12/6/2019	12/6/2019				F																							No
1020	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 12	US House of Rep	District 12	N	1	1	6	6	2	SHAHID BUTTAR	Public Interest Lawyer	0	12/18/2019 10:14:00 AM	11/6/2019						11/12/2019						M																							No
1020	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 12	US House of Rep	District 12	N	1	1	6	6	1	JOHN DENNIS	Independent Businessman	0	12/12/2019 10:44:00 AM					11/15/2019	12/2/2019	11/15/2019	12/2/2019	11/15/2019																											No
1020	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 12	US House of Rep	District 12	N	1	1	6	6	3	TOM GALLAGHER	Teacher / Writer	0	12/18/2019 10:16:00 AM	11/6/2019				11/22/2019		11/22/2019																													No
1020	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 12	US House of Rep	District 12	N	1	1	6	6	7	DEANNA LORRAINE	Consultant / Author	0	12/12/2019 10:46:00 AM					11/27/2019		11/27/2019		11/27/2019																											No
1030	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 13	US House of Rep	District 13	N	1	1	2	2	2	BARBARA LEE	United States Representative	1	12/12/2019 10:47:00 AM																																				No
1030	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 13	US House of Rep	District 13	N	1	1	2	2	1	NIKKA PITERMAN	Teacher / Software Engineer	0	12/12/2019 10:47:00 AM																																				No
1040	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 14	US House of Rep	District 14	N	1	1	4	4	1	JACKIE SPEIER	Congresswoman	1	12/12/2019 10:48:00 AM													F																							No
1040	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 14	US House of Rep	District 14	N	1	1	4	4	4	ERIC TAYLOR	Research Manager	0	12/17/2019 4:39:00 PM													M-A																							No
1040	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 14	US House of Rep	District 14	N	1	1	4	4	3	CRISTOS GOODROW	Technology Executive	0	12/12/2019 10:47:00 AM																																				No
1040	FEDERAL		UNITED STATES REPRESENTATIVE, DISTRICT 14	US House of Rep	District 14	N	1	1	4	4	2	RAN S. PETEL	Financial Executive	0	12/12/2019 10:47:00 AM													M																							No
1130	STATE		STATE SENATOR	State Senator	District 11	N	1	1	3	3	1	SCOTT WIENER	State Senator	1	12/12/2019 10:49:00 AM					11/15/2019	11/20/2019	11/15/2019		11/15/2019																											No
1130	STATE		STATE SENATOR	State Senator	District 11	N	1	1	3	3	5	JACKIE FIELDER	Educator / Nonprofit Organizer	0	12/19/2019 4:06:00 PM					11/25/2019	12/6/2019	11/25/2019	12/6/2019	11/25/2019																											No
1130	STATE		STATE SENATOR	State Senator	District 11	N	1	1	3	3	6	ERIN SMITH	Small Business Owner	0	12/12/2019 10:50:00 AM					11/27/2019		11/27/2019																													No
1210	STATE		STATE ASSEMBLY MEMBER, DISTRICT 19	STATE ASSEMBLY MEMBER	District 19	N	1	1	2	2	1	PHIL TING	Assemblymember	1	12/13/2019 3:57:00 PM	11/5/2019				11/19/2019	11/21/2019	11/19/2019		11/19/2019																											No
1210	STATE		STATE ASSEMBLY MEMBER, DISTRICT 19	STATE ASSEMBLY MEMBER	District 19	N	1	1	2	2	2	JOHN P. MCDONNELL	Attorney	0	12/12/2019 10:50:00 AM																																				No
1310	STATE		STATE ASSEMBLY MEMBER, DISTRICT 17	STATE ASSEMBLY MEMBER	District 17	N	1	1	1	1	1	DAVID CHIU	Assemblymember	1	12/13/2019 3:57:00 PM					11/18/2019	12/13/2019	11/18/2019	12/13/2019	11/18/2019																											No
2200	JUDICIAL		JUDGE OF THE SUPERIOR COURT, SEAT #1	Superior Court Judge	Seat 1	N	1	1	2	2	3	MARIA ELENA EVANGELISTA	San Francisco Deputy Public Defender	0	12/6/2019 9:57:00 AM					11/14/2019	12/6/2019	10/30/2019	12/6/2019	11/14/2019				F																							No
2200	JUDICIAL		JUDGE OF THE SUPERIOR COURT, SEAT #1	Superior Court Judge	Seat 1	N	1	1	2	2	2	PANG LY	Superior Court Commissioner	0	12/6/2019 9:57:00 AM					12/3/2019	12/6/2019	10/30/2019	12/6/2019	12/6/2019				F																							No
2318	JUDICIAL		JUDGE OF THE SUPERIOR COURT, SEAT #18	Superior Court Judge	Seat 18	N	1	1	2	2	2	DOROTHY CHOU PROUDFOOT	Administrative Law Judge, City and County of San Francisco	0	12/5/2019 2:49:00 PM	10/31/2019				12/5/2019	12/5/2019	10/30/2019	12/5/2019	12/5/2019				F																							No
2318	JUDICIAL		JUDGE OF THE SUPERIOR COURT, SEAT #18	Superior Court Judge	Seat 18	N	1	1	2	2	3	MICHELLE TONG	City and County of San Francisco Public Defender's Office, Attorney	0	12/6/2019 9:59:00 AM					11/12/2019	12/4/2019	11/12/2019	12/6/2019	11/12/2019				F-A																							No
2321	JUDICIAL		JUDGE OF THE SUPERIOR COURT, SEAT #21	Superior Court Judge	Seat 21	N	1	1	2	2	3	CAROLYN GOLD	Eviction Defense Attorney	0	12/6/2019 10:00:00 AM					12/6/2019	12/6/2019	11/7/2019	12/6/2019	12/6/2019				F-A																							No
2321	JUDICIAL		JUDGE OF THE SUPERIOR COURT, SEAT #21	Superior Court Judge	Seat 21	N	1	1	2	2	2	KULVINDAR "RANI" SINGH	Managing District Attorney, City and County of San Francisco	0	12/6/2019 11:12:00 AM	11/4/2019				12/9/2019	12/9/2019	11/1/2019	12/9/2019	12/9/2019				F-A																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	3	KAT ANDERSON	Small Business Owner	0	12/6/2019 10:23:00 AM					11/21/2019	12/5/2019				11/21/2019	12/5/2019		F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	4	KEITH BARAKA	Firefighter	0	12/2/2019 11:34:00 AM					10/30/2019	12/2/2019				10/30/2019	12/2/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	11	ABRA PAULINE CASTLE	Parent / School Volunteer	0	12/6/2019 4:10:00 PM					10/17/2019	12/5/2019				10/17/2019	12/5/2019		F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	8	FAAUUGA MOLIGA	School Board Commissioner / Parent	0	12/4/2019 11:51:00 AM					11/22/2019	12/4/2019				11/22/2019	12/4/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	22	MANO RAJU	Appointed Public Defender	0	12/9/2019 4:40:00 PM					12/4/2019	12/6/2019				12/4/2019	12/6/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	21	AHSHA SAFAI	Supervisor, City & County of San Francisco	0	12/9/2019 4:44:00 PM					12/4/2019	12/5/2019				12/4/2019	12/5/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	10	QUEENA CHEN	Public Library Assistant	0	12/2/2019 11:38:00 AM					10/16/2019	12/2/2019				10/16/2019	12/2/2019		F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	7	KELLY AKEMI GROTH	Nonprofit Policy Advisor	0	12/3/2019 5:06:00 PM					11/1/2019	12/2/2019				11/1/2019	12/2/2019		F-A																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	13	MARY JUNG	Incumbent	0	12/5/2019 10:47:00 AM					10/23/2019	12/5/2019				10/23/2019	12/5/2019		F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	18	LEAH LACROIX	Incumbent	0	12/6/2019 4:16:00 PM					11/26/2019	12/5/2019				11/26/2019	12/5/2019		F-A																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	5	JANICE LI	Director, BART Board	0	12/6/2019 4:32:00 PM					10/18/2019	12/12/2019				10/18/2019			F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	25	SUZY LOFTUS	Attorney	0	12/6/2019 4:22:00 PM					12/5/2019	12/6/2019				12/5/2019	12/6/2019		F-A																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	19	LI MIAO LOVETT	Community College Educator	0	12/6/2019 9:19:00 AM					11/26/2019	12/9/2019				11/26/2019	12/9/2019		F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	6	GORDON MAR	Member, San Francisco Board of Supervisors	0	12/2/2019 11:32:00 AM					9/27/2019	12/2/2019				12/2/2019	12/2/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	23	PAUL MIYAMOTO	Chief Deputy Sheriff	0	12/6/2019					12/4/2019	12/6/2019				12/4/2019	12/6/2019		M-A																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	16	SEEYEW MO	Civic Tech Entrepreneur	0	12/5/2019 12:07:00 PM					11/20/2019	12/5/2019				11/20/2019	12/5/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	12	JANE NATOLI	Financial Crimes Investigator	0	11/27/2019 3:21:00 PM					10/21/2019	11/27/2019				10/21/2019	11/27/2019		F-A																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	15	NADIA RAHMAN	Digital Communications Strategist	0	12/3/2019 3:38:00 PM					11/19/2019	12/3/2019				11/19/2019	12/3/2019		F																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	2	A. J. THOMAS	Worker Rights Attorney	0	12/2/2019 11:41:00 AM					10/18/2019	12/2/2019				10/18/2019	12/2/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	27	MAWULI TUGBENYOH	Chief of Policy	0	12/6/2019 10:49:00 AM					12/6/2019	12/6/2019				12/6/2019	12/6/2019		M																							No
3000	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 19	DEM CCC	District 19 DEM	N	10	1	21	21	14	CYN WANG	Small Business Owner	0	12/6/2019 11:07:00 AM					11/13/2019	12/4/2019				11/13/2019	12/4/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	9	RAFAEL MANDELMAN	Incumbent	1	11/1/2019 12:36:00 PM					10/9/2019	11/1/2019				10/9/2019	11/1/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	35	CAROLE MIGDEN	Grassroots Educator	0	12/6/2019 7:37:00 AM					12/4/2019	12/6/2019				12/4/2019	12/6/2019		F-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	28	HONEY MAHOGANY	Appointed Incumbent	0	12/6/2019 7:39:00 AM					11/26/2019	12/6/2019				11/26/2019	12/6/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	38	VICTOR OLIVIERI	Professor	0	12/6/2019 7:40:00 AM					12/5/2019	12/6/2019				12/5/2019	12/6/2019		M-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	36	KEVIN ORTIZ	Teen Programs Manager	0	12/6/2019 7:46:00 AM					12/4/2019	12/6/2019				12/4/2019	12/6/2019		M-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	24	NIMA RAHIMI	Transportation Policy Attorney	0	12/6/2019 7:53:00 AM					11/14/2019	12/6/2019				11/14/2019	12/6/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	33	HILLARY RONEN	Supervisor, City and County of San Francisco	0	12/3/2019 8:05:00 AM					12/2/2019	12/3/2019				12/2/2019	12/3/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	37	NANCY TUNG	Deputy District Attorney	0	12/6/2019 7:54:00 AM					12/5/2019	12/6/2019				12/5/2019	12/6/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	13	DAVID VILLA-LOBOS	Consultant	0	11/25/2019 1:12:00 PM					9/27/2019	11/25/2019				9/27/2019	11/25/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	25	SHAMANN WALTON	San Francisco Supervisor	0	12/2/2019 1:12:00 PM					11/19/2019	12/2/2019				11/19/2019	12/2/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	14	SHANELL WILLIAMS	City College Trustee	0	12/6/2019 8:49:00 AM					10/15/2019	12/6/2019				10/15/2019	12/6/2019		F																							No
